Category,Name,Heterogeneous,Many_Small,Few_Big,Avg_Avg,Ratio_Many_Small,Ratio_Few_Big,Ratio_Avg_Avg
large_edge_weights,size_2000/random_tree_7,24262.400211,25934.336634,0,24392.336634,0.935531937963353,not_computed,0.9946730637187549
large_edge_weights,size_2000/random_tree_8,32972.018183,39809.814676,0,37830.814676,0.8282384244023553,not_computed,0.8715651107539474
large_edge_weights,size_2000/random_tree_9,35464.434426,35464.434426,0,41668.413056,1.0,not_computed,0.8511107533262138
large_edge_weights,size_20000/random_tree_1,319918.90361,333577.06525,0,410415.74432,0.9590554535583438,not_computed,0.7794995880093726
large_edge_weights,size_20000/random_tree_2,260779.443137,-1.0,0,267132.191428,not_computed,not_computed,0.9762187093324832
large_edge_weights,size_20000/random_tree_3,301712.816879,334175.79874,0,337992.466439,0.9028565743438013,not_computed,0.8926613662658436
large_edge_weights,size_20000/random_tree_4,365594.477488,298036.127753,0,402156.521481,1.2266783904499978,not_computed,0.9090850401770063
large_edge_weights,size_20000/random_tree_5,255479.703836,163634.811139,0,250635.68261,1.561279669391265,not_computed,1.0193269417010247
large_edge_weights,size_30000/random_tree_1,386796.450055,416874.476753,0,417400.009142,0.9278487209572647,not_computed,0.926680502116164
large_edge_weights,size_30000/random_tree_2,387452.115817,-1.0,0,333082.284398,not_computed,not_computed,1.1632324322419787
large_edge_weights,size_30000/random_tree_3,301181.577688,301181.577688,0,392658.621424,1.0,not_computed,0.7670316179376043
large_edge_weights,size_30000/random_tree_4,394465.144375,311084.438668,0,391193.611733,1.268032390382557,not_computed,1.0083629500683995
large_edge_weights,size_30000/random_tree_5,454498.667262,289385.055743,0,509132.956052,1.570567167316462,not_computed,0.8926915098687503
large_edge_weights,size_4000/random_tree_1,56726.21675,59657.412392,0,59260.273141,0.9508661954236374,not_computed,0.9572385300187424
large_edge_weights,size_4000/random_tree_10,56946.69488,56946.69488,0,70346.583177,1.0,not_computed,0.8095161457481972
large_edge_weights,size_4000/random_tree_2,67432.197614,69639.147159,0,83723.881371,0.9683087798309608,not_computed,0.8054117476373587
large_edge_weights,size_4000/random_tree_3,56192.201556,41194.113008,0,64221.911053,1.3640832986278242,not_computed,0.8749693155288796
large_edge_weights,size_4000/random_tree_4,47275.667826,47275.667826,0,54780.481963,1.0,not_computed,0.8630020425510508
large_edge_weights,size_4000/random_tree_5,52906.331423,62394.876534,0,66440.898515,0.8479274960047476,not_computed,0.796291630689727
large_edge_weights,size_4000/random_tree_6,67914.020158,46383.892744,0,73675.143485,1.4641724991222311,not_computed,0.9218037040107979
large_edge_weights,size_4000/random_tree_7,62088.705834,49260.748766,0,58815.274659,1.2604092992767078,not_computed,1.0556561402455185
large_edge_weights,size_4000/random_tree_8,47901.805471,54776.817153,0,58036.655793,0.8744904863165552,not_computed,0.825371565891941
large_edge_weights,size_4000/random_tree_9,49923.537368,56210.187703,0,56981.476139,0.8881581686185247,not_computed,0.8761362595489288
large_edge_weights,size_50000/random_tree_1,512420.9796,340030.346295,0,643526.145768,1.506986023992809,not_computed,0.7962706456758865
large_edge_weights,size_50000/random_tree_2,870269.457097,699775.973198,0,1009918.752933,1.24364009401443,not_computed,0.8617222470318218
large_edge_weights,size_50000/random_tree_3,489191.979028,489191.979028,0,554769.543578,1.0,not_computed,0.8817931421990906
large_edge_weights,size_50000/random_tree_4,650011.769768,551256.747213,0,581099.934719,1.179145240496879,not_computed,1.1185886126150115
large_edge_weights,size_50000/random_tree_5,896517.019548,653718.29482,0,919258.268456,1.3714118553081862,not_computed,0.9752613061112884
